x,y,z1,z2,z3,z4
3.2,2,-100.7753366,-0.020925961,0.022820125,-0.001894164
3.2,2.05,-100.7733262,-0.017866492,0.019802568,-0.001936076
3.2,2.1,-100.7715821,-0.01520541,0.017177385,-0.001971975
3.2,2.15,-100.7700692,-0.0128968,0.014899896,-0.002003096
3.2,2.2,-100.7687567,-0.010898445,0.012928387,-0.002029942
3.2,2.25,-100.7676177,-0.009171436,0.011224285,-0.002052849
3.2,2.3,-100.7666284,-0.00767981,0.009752179,-0.002072369
3.2,2.35,-100.7657684,-0.006391518,0.008480653,-0.002089136
3.2,2.4,-100.7650203,-0.005278653,0.007382396,-0.002103744
3.2,2.45,-100.7643687,-0.004317186,0.006433612,-0.002116426
3.2,2.5,-100.7638005,-0.003486085,0.005613445,-0.002127361
3.2,2.55,-100.7633044,-0.00276713,0.004903953,-0.002136823
3.2,2.6,-100.7628708,-0.002144706,0.004289828,-0.002145122
3.2,2.65,-100.7624912,-0.001605366,0.003757853,-0.002152487
3.2,2.7,-100.7621584,-0.001137532,0.00329649,-0.002158958
3.2,2.75,-100.7618663,-0.000731058,0.002895687,-0.002164628
3.2,2.8,-100.7616096,-0.000377333,0.002546962,-0.002169629
3.2,2.85,-100.7613836,-6.91E-05,0.00224322,-0.002174095
3.2,2.9,-100.7611844,0.000199653,0.001978415,-0.002178068
3.2,2.95,-100.7610087,0.000434402,0.001747176,-0.002181579
3.2,3,-100.7608534,0.000639958,0.001544736,-0.002184693
3.2,3.05,-100.760716,0.000820387,0.001367097,-0.002187484
3.2,3.1,-100.7605943,0.000978931,0.001211055,-0.002189986
3.2,3.15,-100.7604865,0.001118262,0.00107395,-0.002192212
3.2,3.2,-100.7603909,0.001240822,0.000953377,-0.0021942
3.2,3.25,-100.7603059,0.001348919,0.000847071,-0.00219599
3.2,3.3,-100.7602304,0.001444575,0.000753031,-0.002197606
3.2,3.35,-100.7601633,0.00152938,0.000669674,-0.002199054
3.2,3.4,-100.7601036,0.001604551,0.000595804,-0.002200354
3.2,3.45,-100.7600504,0.001671095,0.000530434,-0.002201529
3.2,3.5,-100.7600031,0.001729984,0.000472611,-0.002202595
3.2,3.55,-100.7599609,0.001782217,0.000421345,-0.002203562
3.2,3.6,-100.7599233,0.001828753,0.000375686,-0.002204439
3.2,3.65,-100.7598897,0.001870356,0.000334882,-0.002205238
3.2,3.7,-100.7598599,0.001907541,0.000298425,-0.002205966
3.2,3.75,-100.7598332,0.001940662,0.000265967,-0.002206629
3.2,3.8,-100.7598095,0.001970051,0.000237185,-0.002207236
3.2,3.85,-100.7597883,0.001996102,0.000211691,-0.002207794
3.2,3.9,-100.7597694,0.002019279,0.000189029,-0.002208308
3.2,3.95,-100.7597525,0.002040037,0.000168746,-0.002208783
3.2,4,-100.7597374,0.00205873,0.00015049,-0.00220922
3.25,0.5,-100.8620057,0.423845333,-0.423412628,-0.000432705
3.25,0.55,-100.8944936,0.273562688,-0.273123235,-0.000439454
3.25,0.6,-100.9149967,0.167307263,-0.166859792,-0.000447471
3.25,0.65,-100.92697,0.091192756,-0.090736896,-0.00045586
3.25,0.7,-100.9328056,0.03619485,-0.035731484,-0.000463366
3.25,0.75,-100.9341949,-0.003734731,0.004204395,-0.000469664
3.25,0.8,-100.9323538,-0.032744652,0.033218738,-0.000474086
3.25,0.85,-100.9281693,-0.053733683,0.054210286,-0.000476604
3.25,0.9,-100.9222967,-0.068763859,0.069241319,-0.000477459
3.25,0.95,-100.9152249,-0.079328151,0.079805114,-0.000476963
3.25,1,-100.9066488,-0.086677992,0.086819895,-0.000141903
3.25,1.05,-100.8988644,-0.091170535,0.091643222,-0.000472687
3.25,1.1,-100.8900643,-0.093877454,0.09434722,-0.000469766
3.25,1.15,-100.8810817,-0.095107253,0.095573417,-0.000466165
3.25,1.25,-100.8630298,-0.094446678,0.094904791,-0.000458113
3.25,1.3,-100.8541254,-0.09302561,0.093479221,-0.000453611
3.25,1.35,-100.8453805,-0.091103814,0.091552202,-0.000448388
3.25,1.4,-100.8368363,-0.08880501,0.089247779,-0.000442769
3.25,1.45,-100.8285239,-0.086227022,0.086664414,-0.000437393
3.25,1.5,-100.8204682,-0.082738389,0.083162659,-0.00042427
3.25,1.55,-100.8130158,-0.074305945,0.074694013,-0.000388068
3.25,1.6,-100.8063639,-0.065281878,0.066046431,-0.000764553
3.25,1.65,-100.8005041,-0.057076451,0.05822832,-0.001151869
3.25,1.7,-100.7953247,-0.05023711,0.051497761,-0.001260651
3.25,1.75,-100.7907546,-0.043978841,0.045333381,-0.00135454
3.25,1.8,-100.7867397,-0.038311754,0.039746882,-0.001435128
3.25,1.85,-100.7832255,-0.033228057,0.034732204,-0.001504147
3.25,1.9,-100.7801589,-0.028705772,0.030269134,-0.001563362
3.25,1.95,-100.7774891,-0.024711287,0.026325814,-0.001614527
3.25,2,-100.7751689,-0.021204485,0.022863434,-0.001658948
3.25,2.05,-100.7731547,-0.018142338,0.019839527,-0.001697189
3.25,2.1,-100.7714073,-0.015479143,0.017209063,-0.00172992
3.25,2.15,-100.7698917,-0.01316935,0.014927243,-0.001757893
3.25,2.2,-100.7685769,-0.011170125,0.012952053,-0.001781928
3.25,2.25,-100.7674357,-0.009441762,0.011244594,-0.001802832
3.25,2.3,-100.7664446,-0.007948638,0.009769529,-0.001820891
3.25,2.35,-100.7655832,-0.006659192,0.008495549,-0.001836357
3.25,2.4,-100.7648337,-0.005545719,0.007395346,-0.001849627
3.25,2.45,-100.764181,-0.004583798,0.006444925,-0.001861127
3.25,2.5,-100.7636118,-0.00375202,0.005623266,-0.001871246
3.25,2.55,-100.7631148,-0.003032377,0.004912478,-0.001880101
3.25,2.6,-100.7626804,-0.002409489,0.004297304,-0.001887814
3.25,2.65,-100.7623002,-0.00186992,0.003764478,-0.001894558
3.25,2.7,-100.7619668,-0.00140183,0.003302352,-0.001900522
3.25,2.75,-100.7616742,-0.000994999,0.002900839,-0.00190584
3.25,2.8,-100.761417,-0.000640972,0.002551501,-0.001910529
3.25,2.85,-100.7611906,-0.000332605,0.002247257,-0.001914652
3.25,2.9,-100.7609911,-6.37E-05,0.001982022,-0.001918305
3.25,2.95,-100.760815,0.000171203,0.001750379,-0.001921582
3.25,3,-100.7606594,0.000376931,0.001547574,-0.001924505
3.25,3.05,-100.7605218,0.000557462,0.001369632,-0.001927093
3.25,3.1,-100.7603999,0.000716065,0.00121333,-0.001929395
3.25,3.15,-100.7602919,0.00085548,0.001075984,-0.001931464
3.25,3.2,-100.7601961,0.00097813,0.000955194,-0.001933323
3.25,3.25,-100.7601109,0.001086281,0.000848703,-0.001934984
3.25,3.3,-100.7600353,0.001181969,0.000754502,-0.001936471
3.25,3.35,-100.759968,0.001266816,0.000670996,-0.001937812
3.25,3.4,-100.7599082,0.00134203,0.000596991,-0.00193902
3.25,3.45,-100.7598549,0.001408598,0.000531506,-0.001940104
3.25,3.5,-100.7598075,0.001467497,0.000473584,-0.001941081
3.25,3.55,-100.7597652,0.00151974,0.000422227,-0.001941967
3.25,3.6,-100.7597275,0.001566287,0.000376486,-0.001942773
3.25,3.65,-100.7596939,0.001607893,0.000335609,-0.001943502
3.25,3.7,-100.759664,0.001645076,0.000299086,-0.001944162
3.25,3.75,-100.7596373,0.001678192,0.00026657,-0.001944762
3.25,3.8,-100.7596135,0.001707573,0.000237737,-0.00194531
3.25,3.85,-100.7595923,0.001733613,0.000212198,-0.001945811
3.25,3.9,-100.7595733,0.001756775,0.000189496,-0.001946271
3.25,3.95,-100.7595564,0.001777518,0.000169175,-0.001946694
3.25,4,-100.7595413,0.001796196,0.000150882,-0.001947079
3.3,0.55,-100.8944515,0.27356895,-0.273116528,-0.000452421
3.3,0.6,-100.9149539,0.167311176,-0.166852349,-0.000458826
3.3,0.65,-100.9269264,0.091195018,-0.09072952,-0.000465498
3.3,0.7,-100.9327614,0.036196408,-0.035725169,-0.000471239
3.3,0.75,-100.9341501,-0.00373318,0.004208952,-0.000475772
3.3,0.8,-100.9323087,-0.032742633,0.033221353,-0.00047872
3.3,0.85,-100.928124,-0.05373189,0.054211147,-0.000479257
3.3,1,-100.9066362,-0.086712275,0.086836905,-0.00012463
3.3,1.05,-100.8988197,-0.091169544,0.091639885,-0.00047034
3.3,1.1,-100.89002,-0.093877157,0.094343363,-0.000466206
3.3,1.15,-100.8810379,-0.09510748,0.095569142,-0.000461662
3.3,1.2,-100.8719955,-0.095209586,0.095666098,-0.000456512
3.3,1.25,-100.8629867,-0.094448217,0.094899858,-0.000451642
3.3,1.3,-100.8540828,-0.093027735,0.093473986,-0.000446251
3.3,1.35,-100.8453384,-0.091106339,0.091546686,-0.000440347
3.3,1.4,-100.8367948,-0.088807497,0.089241989,-0.000434492
3.3,1.45,-100.8284829,-0.086229712,0.086658427,-0.000428715
3.3,1.55,-100.8129791,-0.074276999,0.074666294,-0.000389295
3.3,1.65,-100.8004061,-0.057599318,0.058503149,-0.00090383
3.3,1.7,-100.7952137,-0.050499527,0.051592246,-0.001092719
3.3,1.75,-100.7906353,-0.044240514,0.045415365,-0.001174851
3.3,1.8,-100.7866131,-0.038570949,0.039817459,-0.00124651
3.3,1.85,-100.7830928,-0.033484259,0.03479268,-0.001308421
3.3,1.9,-100.7800209,-0.02895947,0.030320963,-0.001361493
3.3,1.95,-100.7773465,-0.024963551,0.026370475,-0.001406924
3.3,2,-100.7750224,-0.02145626,0.022902302,-0.001446042
3.3,2.05,-100.7730048,-0.018393081,0.019873288,-0.001480207
3.3,2.1,-100.7712545,-0.015727976,0.017238027,-0.001510052
3.3,2.15,-100.7697363,-0.013416252,0.014951973,-0.001535722
3.3,2.2,-100.7684193,-0.011415627,0.012973258,-0.001557631
3.3,2.25,-100.7672762,-0.009686601,0.011262978,-0.001576377
3.3,2.3,-100.7662835,-0.008192943,0.009785514,-0.001592571
3.3,2.35,-100.7654207,-0.00690257,0.008509331,-0.001606761
3.3,2.4,-100.76467,-0.005788114,0.0074072,-0.001619086
3.3,2.45,-100.7640162,-0.004825481,0.006455189,-0.001629708
3.3,2.5,-100.7634461,-0.003993378,0.005632278,-0.0016389
3.3,2.55,-100.7629484,-0.003273482,0.004920439,-0.001646957
3.3,2.6,-100.7625133,-0.002650153,0.004304281,-0.001654128
3.3,2.65,-100.7621324,-0.002110132,0.003770581,-0.00166045
3.3,2.7,-100.7617985,-0.00164175,0.003307731,-0.001665981
3.3,2.75,-100.7615054,-0.00123479,0.002905626,-0.001670836
3.3,2.8,-100.7612478,-0.000880605,0.002555752,-0.001675147
3.3,2.85,-100.761021,-0.000572002,0.002251008,-0.001679006
3.3,2.9,-100.7608212,-0.000302919,0.001985339,-0.00168242
3.3,2.95,-100.7606448,-6.79E-05,0.001753342,-0.001685434
3.3,3,-100.7604889,0.000137884,0.001550228,-0.001688112
3.3,3.05,-100.7603511,0.00031853,0.00137199,-0.001690521
3.3,3.1,-100.760229,0.000477246,0.001215425,-0.001692672
3.3,3.15,-100.7601208,0.000616719,0.001077863,-0.001694581
3.3,3.2,-100.7600248,0.000739401,0.000956887,-0.001696287
3.3,3.25,-100.7599395,0.000847608,0.00085022,-0.001697828
3.3,3.3,-100.7598637,0.000943355,0.000755858,-0.001699213
3.3,3.35,-100.7597963,0.001028234,0.000672215,-0.001700449
3.3,3.4,-100.7597364,0.001103465,0.00059809,-0.001701555
3.3,3.45,-100.759683,0.001170061,0.000532494,-0.001702556
3.3,3.5,-100.7596355,0.001228983,0.000474475,-0.001703458
3.3,3.55,-100.7595932,0.001281236,0.000423035,-0.001704271
3.3,3.6,-100.7595554,0.001327785,0.000377219,-0.001705005
3.3,3.65,-100.7595217,0.001369399,0.000336272,-0.001705671
3.3,3.7,-100.7594917,0.001406587,0.000299685,-0.001706273
3.3,3.75,-100.759465,0.001439702,0.000267114,-0.001706816
3.3,3.8,-100.7594411,0.001469076,0.000238234,-0.001707309
3.3,3.85,-100.7594198,0.001495106,0.000212653,-0.001707759
3.3,3.9,-100.7594008,0.001518258,0.000189912,-0.00170817
3.3,3.95,-100.7593839,0.001538989,0.000169555,-0.001708544
3.3,4,-100.7593687,0.001557656,0.000151223,-0.001708879
3.35,0.5,-100.8619215,0.423855798,-0.423402404,-0.000453394
3.35,0.55,-100.8944084,0.273569372,-0.273111227,-0.000458146
3.35,0.6,-100.9149103,0.167309565,-0.166846504,-0.00046306
3.35,0.7,-100.9327168,0.036192877,-0.035720709,-0.000472168
3.35,0.85,-100.9280789,-0.05373473,0.054210378,-0.000475647
3.35,0.95,-100.915135,-0.07933018,0.079800302,-0.000470122
3.35,1,-100.9066252,-0.086740361,0.086850901,-0.00011054
3.35,1.05,-100.8987757,-0.091173351,0.091635606,-0.000462255
3.35,1.1,-100.8899764,-0.093881154,0.094338691,-0.000457536
3.35,1.15,-100.8809947,-0.095111639,0.095564176,-0.000452537
3.35,1.2,-100.8719529,-0.095213842,0.095660892,-0.00044705
3.35,1.25,-100.8629445,-0.094452275,0.094894438,-0.000442164
3.35,1.3,-100.8540412,-0.093032322,0.093468394,-0.000436072
3.35,1.35,-100.8452973,-0.091110516,0.091540909,-0.000430393
3.35,1.4,-100.8367543,-0.088811487,0.089236031,-0.000424544
3.35,1.45,-100.8284429,-0.086233795,0.086652337,-0.000418542
3.35,1.55,-100.8129424,-0.074258326,0.074644911,-0.000386585
3.35,1.65,-100.8003342,-0.058255783,0.058878315,-0.000622532
3.35,1.75,-100.7905319,-0.044470741,0.045486816,-0.001016076
3.35,1.8,-100.7865035,-0.038801569,0.039879937,-0.001078368
3.35,1.85,-100.7829776,-0.03371397,0.034846944,-0.001132974
3.35,1.9,-100.7799009,-0.029186949,0.030367614,-0.001180665
3.35,1.95,-100.7772225,-0.025188618,0.026410513,-0.001221895
3.35,2,-100.7748948,-0.021679449,0.022936887,-0.001257438
3.35,2.05,-100.7728742,-0.018615288,0.019903345,-0.001288057
3.35,2.1,-100.7711212,-0.015949781,0.017264252,-0.001314471
3.35,2.15,-100.7696007,-0.013637135,0.014974664,-0.00133753
3.35,2.2,-100.7682817,-0.011635059,0.012992693,-0.001357634
3.35,2.25,-100.767137,-0.009904688,0.011279612,-0.001374924
3.35,2.3,-100.7661429,-0.008410133,0.00979986,-0.001389727
3.35,2.35,-100.7652788,-0.007119401,0.008521865,-0.001402464
3.35,2.4,-100.764527,-0.006004626,0.007418172,-0.001413546
3.35,2.45,-100.7638722,-0.005041376,0.006464715,-0.001423338
3.35,2.5,-100.7633013,-0.004208638,0.005640554,-0.001431916
3.35,2.55,-100.7628028,-0.003488297,0.004927685,-0.001439387
3.35,2.6,-100.762367,-0.002864792,0.004310698,-0.001445906
3.35,2.65,-100.7619856,-0.002324628,0.003776274,-0.001451646
3.35,2.7,-100.7616512,-0.001855964,0.003312738,-0.001456774
3.35,2.75,-100.7613577,-0.001448711,0.002910022,-0.001461311
3.35,2.8,-100.7610996,-0.001094347,0.00255964,-0.001465293
3.35,2.85,-100.7608725,-0.000785681,0.00225448,-0.001468798
3.35,2.9,-100.7606724,-0.000516513,0.001988434,-0.001471921
3.35,2.95,-100.7604957,-0.000281354,0.00175608,-0.001474726
3.35,3,-100.7603396,-7.54E-05,0.001552655,-0.001477213
3.35,3.05,-100.7602015,0.000105248,0.001374163,-0.001479412
3.35,3.1,-100.7600792,0.000263995,0.001217375,-0.001481371
3.35,3.15,-100.7599709,0.000403538,0.001079601,-0.001483139
3.35,3.2,-100.7598747,0.000526284,0.000958438,-0.001484722
3.35,3.25,-100.7597893,0.000634515,0.000851615,-0.00148613
3.35,3.3,-100.7597134,0.000730276,0.000757115,-0.001487391
3.35,3.35,-100.7596459,0.000815191,0.000673338,-0.00148853
3.35,3.4,-100.7595858,0.000890455,0.000599095,-0.001489549
3.35,3.45,-100.7595324,0.000957059,0.000533401,-0.00149046
3.35,3.5,-100.7594848,0.001015985,0.000475295,-0.00149128
3.35,3.55,-100.7594424,0.001068251,0.000423773,-0.001492024
3.35,3.6,-100.7594046,0.001114809,0.000377886,-0.001492694
3.35,3.65,-100.7593708,0.001156422,0.000336874,-0.001493296
3.35,3.7,-100.7593408,0.00119361,0.00030023,-0.00149384
3.35,3.75,-100.759314,0.001226725,0.000267606,-0.001494331
3.35,3.8,-100.7592901,0.001256095,0.000238679,-0.001494774
3.35,3.85,-100.7592687,0.001282116,0.000213059,-0.001495175
3.35,3.9,-100.7592497,0.001305257,0.000190281,-0.001495538
3.35,3.95,-100.7592327,0.001325979,0.000169885,-0.001495865
3.35,4,-100.7592175,0.001344639,0.000151507,-0.001496146
3.4,0.5,-100.8618785,0.423856567,-0.423398885,-0.000457683
3.4,0.55,-100.894365,0.273568573,-0.273106996,-0.000461577
3.4,0.6,-100.9148665,0.167307453,-0.166841833,-0.00046562
3.4,0.65,-100.926838,0.09118948,-0.090719546,-0.000469934
3.4,0.7,-100.9326721,0.036191206,-0.03571751,-0.000473696
3.4,0.75,-100.9340603,-0.003737183,0.00421322,-0.000476036
3.4,0.8,-100.9322186,-0.032745879,0.033222064,-0.000476185
3.4,0.85,-100.9280341,-0.053734011,0.054208729,-0.000474718
3.4,0.9,-100.9221618,-0.068763667,0.069235831,-0.000472164
3.4,0.95,-100.9150906,-0.079327552,0.079796626,-0.000469073
3.4,1,-100.9066152,-0.086762259,0.086862093,-9.98E-05
3.4,1.15,-100.8809521,-0.095110016,0.095558844,-0.000448828
3.4,1.2,-100.8719109,-0.095212533,0.095655368,-0.000442834
3.4,1.25,-100.862903,-0.094451716,0.094888747,-0.000437032
3.4,1.3,-100.8540002,-0.093031535,0.093462546,-0.000431011
3.4,1.35,-100.8452569,-0.091109861,0.09153493,-0.000425069
3.4,1.4,-100.8367145,-0.088811425,0.089229922,-0.000418496
3.4,1.45,-100.8284036,-0.086233818,0.086646127,-0.000412308
3.4,1.5,-100.8203513,-0.082657822,0.083059095,-0.000401273
3.4,1.55,-100.8129062,-0.074246724,0.074625869,-0.000379146
3.4,1.6,-100.8062338,-0.066333269,0.066693575,-0.000360307
3.4,1.65,-100.8002869,-0.058832183,0.059217268,-0.000385084
3.4,1.7,-100.795041,-0.051275923,0.0519621,-0.000686176
3.4,1.75,-100.7904425,-0.044669715,0.0455499,-0.000880185
3.4,1.8,-100.7864085,-0.038998956,0.039934543,-0.000935587
3.4,1.85,-100.7828778,-0.033911175,0.034894593,-0.000983418
3.4,1.9,-100.7797969,-0.029384411,0.030409424,-0.001025013
3.4,1.95,-100.7771148,-0.025385175,0.02644703,-0.001061855
3.4,2,-100.7747839,-0.021874219,0.022968425,-0.001094206
3.4,2.05,-100.7727606,-0.018808274,0.019930421,-0.001122148
3.4,2.1,-100.7710052,-0.016141459,0.017287541,-0.001146081
3.4,2.15,-100.7694826,-0.013828266,0.014994882,-0.001166616
3.4,2.2,-100.7681619,-0.01182603,0.013010361,-0.001184331
3.4,2.25,-100.7670156,-0.010095065,0.011294932,-0.001199867
3.4,2.3,-100.7660201,-0.008599568,0.009813031,-0.001213463
3.4,2.35,-100.7651548,-0.007307995,0.008533201,-0.001225206
3.4,2.4,-100.764402,-0.006192702,0.007428014,-0.001235312
3.4,2.45,-100.7637464,-0.005229316,0.006473396,-0.00124408
3.4,2.5,-100.7631747,-0.004396446,0.005648241,-0.001251795
3.4,2.55,-100.7626755,-0.003675732,0.004934413,-0.001258681
3.4,2.6,-100.7622392,-0.003051826,0.00431657,-0.001264743
3.4,2.65,-100.7618572,-0.002511394,0.00378143,-0.001270036
3.4,2.7,-100.7615224,-0.002042651,0.003317319,-0.001274668
3.4,2.75,-100.7612284,-0.001635343,0.0029141,-0.001278758
3.4,2.8,-100.76097,-0.001280815,0.002563238,-0.001282423
3.4,2.85,-100.7607426,-0.000971972,0.002257648,-0.001285676
3.4,2.9,-100.7605422,-0.000702703,0.001991244,-0.001288541
3.4,2.95,-100.7603652,-0.000467527,0.001758597,-0.00129107
3.4,3,-100.7602089,-0.000261576,0.001554903,-0.001293327
3.4,3.05,-100.7600706,-8.08E-05,0.001376156,-0.001295359
3.4,3.1,-100.7599482,7.8018e-05,0.001219147,-0.001297165
3.4,3.15,-100.7598396,0.000217573,0.001081193,-0.001298767
3.4,3.2,-100.7597433,0.000340329,0.00095987,-0.001300198
3.4,3.25,-100.7596578,0.000448601,0.000852892,-0.001301493
3.4,3.3,-100.7595818,0.000544395,0.000758255,-0.00130265
3.4,3.35,-100.7595142,0.000629316,0.000674364,-0.00130368
3.4,3.4,-100.759454,0.000704585,0.000600017,-0.001304602
3.4,3.45,-100.7594005,0.000771211,0.000534225,-0.001305436
3.4,3.5,-100.7593528,0.000830146,0.000476036,-0.001306183
3.4,3.55,-100.7593104,0.000882407,0.000424445,-0.001306852
3.4,3.6,-100.7592725,0.000928966,0.000378491,-0.001307458
3.4,3.65,-100.7592387,0.000970587,0.000337418,-0.001308005
3.4,3.7,-100.7592086,0.001007776,0.000300718,-0.001308494
3.4,3.75,-100.7591817,0.001040886,0.000268047,-0.001308933
3.4,3.8,-100.7591578,0.001070253,0.000239078,-0.00130933
3.4,3.85,-100.7591364,0.00109627,0.000213418,-0.001309688
3.4,3.9,-100.7591174,0.001119404,0.000190604,-0.001310009
3.4,3.95,-100.7591003,0.001140122,0.000170167,-0.001310289
3.4,4,-100.7590852,0.001158788,0.000151727,-0.001310514
3.45,0.5,-100.8618347,0.423863627,-0.423395637,-0.00046799
3.45,0.55,-100.894321,0.273574126,-0.273103172,-0.000470954
3.45,0.6,-100.914822,0.16731222,-0.166837763,-0.000474457
3.45,0.7,-100.9326271,0.036195142,-0.035715174,-0.000479969
3.45,0.75,-100.9340152,-0.003733309,0.004213852,-0.000480544
3.45,0.8,-100.9321735,-0.032741436,0.033221001,-0.000479566
3.45,0.85,-100.9279891,-0.053729158,0.054206206,-0.000477048
3.45,0.9,-100.9221171,-0.068758868,0.069232161,-0.000473293
3.45,0.95,-100.9150464,-0.079323509,0.079792118,-0.000468609
3.45,1,-100.9066063,-0.086782035,0.086870606,-8.86E-05
3.45,1.05,-100.8986888,-0.091167736,0.091625301,-0.000457565
3.45,1.15,-100.8809099,-0.09510775,0.095552742,-0.000444992
3.45,1.25,-100.862862,-0.094450808,0.09488235,-0.000431542
3.45,1.35,-100.845217,-0.091110114,0.091528325,-0.000418211
3.45,1.4,-100.8366753,-0.08881232,0.089223214,-0.000410894
3.45,1.5,-100.8203139,-0.082638677,0.083031395,-0.000392718
3.45,1.6,-100.8062002,-0.066323944,0.066675929,-0.000351985
3.45,1.65,-100.8002544,-0.058932947,0.059268356,-0.000335408
3.45,1.7,-100.7949869,-0.051766667,0.05222864,-0.000461972
3.45,1.75,-100.7903664,-0.044989839,0.045692134,-0.000702295
3.45,1.8,-100.7863261,-0.039170767,0.039983125,-0.000812358
3.45,1.85,-100.7827911,-0.03408153,0.034936575,-0.000855044
3.45,1.9,-100.7797065,-0.029553951,0.030446075,-0.000892124
3.45,1.95,-100.7770212,-0.025554908,0.026479324,-0.000924416
3.45,2,-100.7746874,-0.022044227,0.022996822,-0.000952594
3.45,2.05,-100.7726615,-0.018977561,0.019955039,-0.000977478
3.45,2.1,-100.770904,-0.016309499,0.017308673,-0.000999174
3.45,2.15,-100.7693796,-0.01399514,0.015012993,-0.001017854
3.45,2.2,-100.7680572,-0.011992115,0.013025966,-0.001033851
3.45,2.25,-100.7669096,-0.010260928,0.011308545,-0.001047618
3.45,2.3,-100.7659128,-0.008765447,0.009824995,-0.001059548
3.45,2.35,-100.7650465,-0.007473546,0.008543625,-0.001070079
3.45,2.4,-100.7642928,-0.006357678,0.007437039,-0.00107936
3.45,2.45,-100.7636364,-0.005393789,0.006481252,-0.001087462
3.45,2.5,-100.763064,-0.004560621,0.005655129,-0.001094508
3.45,2.55,-100.7625642,-0.003839864,0.004940522,-0.001100658
3.45,2.6,-100.7621273,-0.003215917,0.004321989,-0.001106072
3.45,2.65,-100.7617449,-0.002675272,0.00378619,-0.001110918
3.45,2.7,-100.7614096,-0.002206285,0.003321488,-0.001115204
3.45,2.75,-100.7611153,-0.001798812,0.00291777,-0.001118959
3.45,2.8,-100.7608566,-0.001444254,0.002566507,-0.001122253
3.45,2.85,-100.7606289,-0.0011354,0.002260567,-0.001125167
3.45,2.9,-100.7604282,-0.000866044,0.001993829,-0.001127785
3.45,2.95,-100.760251,-0.00063076,0.001760879,-0.001130119
3.45,3,-100.7600945,-0.000424753,0.001556932,-0.001132179
3.45,3.05,-100.759956,-0.000243974,0.001377977,-0.001134003
3.45,3.1,-100.7598334,-8.51E-05,0.001220778,-0.001135634
3.45,3.15,-100.7597247,5.4465e-05,0.001082641,-0.001137106
3.45,3.2,-100.7596283,0.000177256,0.000961161,-0.001138417
3.45,3.25,-100.7595426,0.000285525,0.000854055,-0.001139581
3.45,3.3,-100.7594665,0.000381325,0.0007593,-0.001140624
3.45,3.35,-100.7593988,0.000466274,0.000675293,-0.001141567
3.45,3.4,-100.7593386,0.000541559,0.000600848,-0.001142406
3.45,3.45,-100.759285,0.000608178,0.000534976,-0.001143154
3.45,3.5,-100.7592373,0.000667119,0.000476711,-0.00114383
3.45,3.55,-100.7591947,0.00071939,0.00042505,-0.00114444
3.45,3.6,-100.7591568,0.00076595,0.000379037,-0.001144987
3.45,3.65,-100.7591229,0.000807567,0.00033791,-0.001145477
3.45,3.7,-100.7590928,0.000844761,0.000301159,-0.00114592
3.45,3.75,-100.7590659,0.000877875,0.000268442,-0.001146316
3.45,3.8,-100.7590419,0.000907237,0.000239434,-0.001146671
3.45,3.85,-100.7590205,0.000933251,0.000213739,-0.00114699
3.45,3.9,-100.7590014,0.000956388,0.000190887,-0.001147275
3.45,3.95,-100.7589844,0.000977116,0.000170403,-0.001147518
3.45,4,-100.7589692,0.000995803,0.000151915,-0.001147718
3.5,0.6,-100.9147769,0.167315595,-0.166835144,-0.000480451
3.5,0.65,-100.9267477,0.091196056,-0.090714023,-0.000482033
3.5,0.7,-100.9325815,0.036196909,-0.035714552,-0.000482357
3.5,0.75,-100.9339697,-0.003731832,0.004212834,-0.000481002
3.5,0.8,-100.9321282,-0.032740094,0.033218404,-0.00047831
3.5,0.85,-100.9279441,-0.053728043,0.05420231,-0.000474266
3.5,0.9,-100.9220725,-0.068758101,0.06922727,-0.000469169
3.5,1,-100.9065984,-0.086796396,0.086877011,-8.06E-05
3.5,1.1,-100.8898483,-0.093877895,0.09432102,-0.000443125
3.5,1.15,-100.8808681,-0.095109687,0.095545865,-0.000436178
3.5,1.2,-100.8718282,-0.09521337,0.095642113,-0.000428743
3.5,1.25,-100.8628217,-0.09445382,0.094875284,-0.000421464
3.5,1.35,-100.8451781,-0.091114305,0.091521161,-0.000406857
3.5,1.5,-100.8202771,-0.082624284,0.083006009,-0.000381726
3.5,1.55,-100.8128362,-0.074224226,0.074587156,-0.00036293
3.5,1.6,-100.8061672,-0.066312422,0.066659042,-0.00034662
3.5,1.65,-100.800223,-0.058921904,0.059253107,-0.000331203
3.5,1.7,-100.7949523,-0.052090074,0.052406833,-0.000316758
3.5,1.75,-100.7903101,-0.045412117,0.045907736,-0.000495619
3.5,1.8,-100.786255,-0.039372366,0.040052931,-0.000680565
3.5,1.85,-100.7827158,-0.034233452,0.034974301,-0.000740849
3.5,1.9,-100.7796279,-0.029704576,0.030478868,-0.000774292
3.5,1.95,-100.7769396,-0.025704526,0.026507748,-0.000803223
3.5,2,-100.7746034,-0.02219329,0.023021494,-0.000828204
3.5,2.05,-100.7725753,-0.019126887,0.01997668,-0.000849792
3.5,2.1,-100.7708159,-0.01645908,0.01732766,-0.000868581
3.5,2.15,-100.7692898,-0.014144234,0.015029446,-0.000885212
3.5,2.2,-100.767966,-0.012140378,0.013040111,-0.000899733
3.5,2.25,-100.7668171,-0.010408445,0.011320716,-0.000912272
3.5,2.3,-100.7658193,-0.008912478,0.009835528,-0.00092305
